SUMMARY,DTSTART,DTEND,DUE,NOTES,ATTENDEE,LOCATION,PRIORITY,URL,CALENDAR,UID,ORGANIZER,CATEGORIES,DURATION
"Case Western Reserve University MD-PhD Revisit Day","2017-04-07","2017-04-09",,"","","","","",,,,,
"Columbia MD-PhD Revisit Day","2017-04-07","2017-04-08",,"","","","","",,,,,
"Tufts MD-PhD Program Revisit Day","2017-04-07","2017-04-08",,"","","","","",,,,,
"Boston University Revisit Day","2017-04-09","2017-04-10",,"","","","","",,,,,
"NYU MD-PhD Revisit Day","2017-04-13","2017-04-15",,"","","","","",,,,,
"The Ohio State University MD-PhD Revisit Day","2017-04-13","2017-04-16",,"","","","","",,,,,
"UC Irvine MD-PhD Program Revisit Day","2017-04-19","2017-04-22",,"","","","","",,,,,
"Stony Brook University Revisit Days","2017-04-19","2017-04-21",,"","","","","",,,,,
"Harvard/MIT MD-PhD Revisit Day","2017-04-19","2017-04-22",,"","","","","",,,,,
"Northwestern MD-PhD Revisit Day","2017-04-19","2017-04-22",,"","","","","",,,,,
"UVA MD-PhD Revisit Days","2017-04-20","2017-04-24",,"","","","","",,,,,
"U Penn MD-PhD Program Interview Day","2017-04-20","2017-04-23",,"","","","","",,,,,
"U Michigan MD-PhD Revisit Day","2017-04-20","2017-04-22",,"","","","","",,,,,
"University of Wisconsin, Madison Revisit Day","2017-04-20","2017-04-21",,"","","","","",,,,,
"UCSF MD-PhD Program Revisit Days","2017-04-20","2017-04-22",,"","","","","",,,,,
"Dartmouth MD-PhD Program Revisit Day","2017-04-21","2017-04-23",,"","","","","",,,,,
"UT Southwestern MD-PhD Revisit Day","2017-04-21","2017-04-23",,"","","","","",,,,,
"Weill Cornell/Rockefeller/Sloan-Kettering Tri-Institutional MD-PhD Program's Revisit Day","2017-04-21","2017-04-22",,"","","","","",,,,,
"U Washington MD-PhD Program Revisit Day","2017-04-27","2017-04-30",,"","","","","",,,,,
"Texas A&M MD-PhD Interview Day","2017-07-26","2017-07-27",,"","","","","",,,,,
"Texas A&M MD-PhD Interview Day","2017-08-02","2017-08-03",,"","","","","",,,,,
"Texas A&M MD-PhD Interview Day","2017-08-09","2017-08-10",,"","","","","",,,,,
"Texas A&M MD-PhD Interview Day","2017-08-16","2017-08-17",,"","","","","",,,,,
"U Florida MD/PhD Interview Day","2017-08-17","2017-08-18",,"","","","","",,,,,
"U Texas Health San Antonio Interview Day","2017-08-17","2017-08-19",,"","","","","",,,,,
"Texas A&M MD-PhD Interview Day","2017-08-23","2017-08-24",,"","","","","",,,,,
"U Texas Health San Antonio Interview Day","2017-08-24","2017-08-26",,"","","","","",,,,,
"U Florida MD/PhD Interview Day","2017-08-24","2017-08-25",,"","","","","",,,,,
"Texas A&M MD-PhD Interview Day","2017-08-30","2017-08-31",,"","","","","",,,,,
"Texas A&M MD-PhD Interview Day","2017-09-06","2017-09-07",,"","","","","",,,,,
"U Florida MD/PhD Interview Day","2017-09-07","2017-09-08",,"","","","","",,,,,
"U Pittsburgh/Carnegie Mellon MD-PhD Interview Day","2017-09-11","2017-09-12",,"","","","","",,,,,
"Texas A&M MD-PhD Interview Day","2017-09-13","2017-09-14",,"","","","","",,,,,
"U Rochester MD-PhD Interview Day","2017-09-14","2017-09-16",,"","","","","",,,,,
"UVA MD-PhD Interview Days","2017-09-14","2017-09-16",,"","","","","",,,,,
"NYU MD-PhD Interview Days","2017-09-17","2017-09-19",,"","","","","",,,,,
"U Pittsburgh/Carnegie Mellon MD-PhD Interview Day","2017-09-18","2017-09-19",,"","","","","",,,,,
"Rutgers Robert Wood Johnson Medical School MD-PhD Interview Day","2017-09-18","2017-09-19",,"","","","","",,,,,
"UMass MD-PhD Inteview Days","2017-09-18","2017-09-20",,"","","","","",,,,,
"UCSF MD-PhD Interview Days","2017-09-19","2017-09-21",,"","","","","",,,,,
"U Chicago Pritzker School of Medicine MD-PhD Interview Days","2017-09-19","2017-09-21",,"","","","","",,,,,
"Texas A&M MD-PhD Interview Day","2017-09-20","2017-09-21",,"","","","","",,,,,
"Stony Brook MD-PhD Interview Day","2017-09-20","2017-09-21",,"","","","","",,,,,
"U Florida MD/PhD Interview Day","2017-09-21","2017-09-22",,"","","","","",,,,,
"Duke University MD-PhD Interview Days","2017-09-21","2017-09-23",,"","","","","",,,,,
"Oregon Health & Science University MD-PhD Interview Days","2017-09-25","2017-09-27",,"","","","","",,,,,
"U Pittsburgh/Carnegie Mellon MD-PhD Interview Day","2017-09-25","2017-09-26",,"","","","","",,,,,
"Virginia Commonwealth Interview Days","2017-09-26","2017-09-28",,"","","","","",,,,,
"Texas A&M MD-PhD Interview Day","2017-09-27","2017-09-28",,"","","","","",,,,,
"U Florida MD/PhD Interview Day","2017-09-28","2017-09-29",,"","","","","",,,,,
"U Iowa MD-PhD Interview Days","2017-09-28","2017-10-01",,"","","","","",,,,,
"U Rochester MD-PhD Interview Days","2017-09-28","2017-09-30",,"","","","","",,,,,
"U Texas Health San Antonio MD-PhD Interview Days","2017-09-28","2017-09-30",,"","","","","",,,,,
"Washington University in St. Louis MD-PhD Interview Days","2017-09-28","2017-09-30",,"","","","","",,,,,
"UT Southwestern MD-PhD Interview Day","2017-09-29","2017-09-30",,"","","","","",,,,,
"NYU MD-PhD Interview Days","2017-10-01","2017-10-03",,"","","","","",,,,,
"U Pittsburgh/Carnegie Mellon MD-PhD Interview Day","2017-10-02","2017-10-03",,"","","","","",,,,,
"Ohio State University MD-PhD Interview Days","2017-10-03","2017-10-06",,"","","","","",,,,,
"UCSF MD-PhD Interview Days","2017-10-03","2017-10-05",,"","","","","",,,,,
"Columbia University MD-PhD Interview Days","2017-10-03","2017-10-04",,"","","","","",,,,,
"U Chicago Pritzker School of Medicine MD-PhD Interview Days","2017-10-03","2017-10-05",,"","","","","",,,,,
"Johns Hopkins U MD-PhD Interview Days","2017-10-04","2017-10-06",,"","","","","",,,,,
"Texas A&M MD-PhD Interview Day","2017-10-04","2017-10-05",,"","","","","",,,,,
"U Texas - Houston MD-PhD Interview Days","2017-10-05","2017-10-07",,"","","","","",,,,,
"Duke University MD-PhD Interview Days","2017-10-05","2017-10-07",,"","","","","",,,,,
"Rutgers New Jersey Medical School - Newark MD-PhD Interview Day","2017-10-05","2017-10-06",,"","","","","",,,,,
"U Kentucky MD-PhD Interview Days","2017-10-08","2017-10-10",,"","","","","",,,,,
"Wayne State University MD-PhD Interview Day","2017-10-09","2017-10-10",,"","","","","",,,,,
"Yale MD-PhD Interview Days","2017-10-09","2017-10-11",,"","","","","",,,,,
"UC-Irvine MD-PhD Interview Days","2017-10-10","2017-10-12",,"","","","","",,,,,
"Oregon Health & Science University MD-PhD Interview Days","2017-10-10","2017-10-12",,"","","","","",,,,,
"Virginia Commonwealth Interview Days","2017-10-10","2017-10-12",,"","","","","",,,,,
"Indiana Univ MD-PhD Interview Day","2017-10-11","2017-10-12",,"","","","","",,,,,
"Texas A&M MD-PhD Interview Day","2017-10-11","2017-10-12",,"","","","","",,,,,
"Case Western Reserve Univ MD-PhD Interview Days","2017-10-12","2017-10-14",,"","","","","",,,,,
"U Michigan MD-PhD Interview Days","2017-10-12","2017-10-14",,"","","","","",,,,,
"U Rochester MD-PhD Interview Days","2017-10-12","2017-10-14",,"","","","","",,,,,
"UCLA-Caltech MD-PhD Interview Day","2017-10-12","2017-10-13",,"","","","","",,,,,
"Medical College of Wisconsin MD-PhD Interview Days","2017-10-12","2017-10-14",,"","","","","",,,,,
"Keck School of Medicine of the University of Southern California MD-PhD Interview Days","2017-10-12","2017-10-14",,"","","","","",,,,,
"UVA MD-PhD Interview Days","2017-10-12","2017-10-14",,"","","","","",,,,,
"U Minnesota MD-PhD Interview Days","2017-10-12","2017-10-14",,"","","","","",,,,,
"Washington University in St. Louis MD-PhD Interview Days","2017-10-12","2017-10-14",,"","","","","",,,,,
"U Pittsburgh/Carnegie Mellon MD-PhD Interview Day","2017-10-12","2017-10-13",,"","","","","",,,,,
"Baylor College of Medicine MD-PhD Interview Day","2017-10-13","2017-10-14",,"","","","","",,,,,
"Rutgers Robert Wood Johnson Medical School MD-PhD Interview Day","2017-10-13","2017-10-14",,"","","","","",,,,,
"UT Southwestern MD-PhD Interview Day","2017-10-13","2017-10-14",,"","","","","",,,,,
"NYU MD-PhD Interview Days","2017-10-15","2017-10-17",,"","","","","",,,,,
"Penn State College of Medicine MD-PhD Interview Days","2017-10-15","2017-10-17",,"","","","","",,,,,
"West Virginia University MD-PhD Interview Days","2017-10-16","2017-10-18",,"","","","","",,,,,
"Emory MD-PhD Program Interview Days","2017-10-16","2017-10-18",,"","","","","",,,,,
"UMass MD-PhD Inteview Days","2017-10-16","2017-10-18",,"","","","","",,,,,
"U Pittsburgh/Carnegie Mellon MD-PhD Interview Day","2017-10-16","2017-10-17",,"","","","","",,,,,
"Wayne State University MD-PhD Interview Day","2017-10-16","2017-10-17",,"","","","","",,,,,
"Columbia University MD-PhD Interview Days","2017-10-17","2017-10-18",,"","","","","",,,,,
"Johns Hopkins U MD-PhD Interview Days","2017-10-18","2017-10-20",,"","","","","",,,,,
"Stony Brook MD-PhD Interview Day","2017-10-18","2017-10-19",,"","","","","",,,,,
"Texas A&M MD-PhD Interview Day","2017-10-18","2017-10-19",,"","","","","",,,,,
"U Florida MD/PhD Interview Day","2017-10-19","2017-10-20",,"","","","","",,,,,
"Washington University in St. Louis MD-PhD Interview Days","2017-10-19","2017-10-21",,"","","","","",,,,,
"U Cincinnati MD-PhD Interview Days","2017-10-19","2017-10-22",,"","","","","",,,,,
"Albert Einstein College of Medicine MD-PhD Interview Day","2017-10-20","2017-10-21",,"","","","","",,,,,
"U Toledo MD-PhD Interwview Day","2017-10-20","2017-10-21",,"","","","","",,,,,
"Virginia Commonwealth Interview Days","2017-10-20","2017-10-22",,"","","","","",,,,,
"U Illinois at Chicago MD-PhD Interview Days","2017-10-22","2017-10-24",,"","","","","",,,,,
"Yale MD-PhD Interview Days","2017-10-23","2017-10-25",,"","","","","",,,,,
"Wayne State University MD-PhD Interview Day","2017-10-23","2017-10-24",,"","","","","",,,,,
"U Chicago Pritzker School of Medicine MD-PhD Interview Days","2017-10-24","2017-10-26",,"","","","","",,,,,
"Case Western Reserve Univ MD-PhD Interview Days","2017-10-24","2017-10-26",,"","","","","",,,,,
"Harvard/MIT MD-PhD Interview Day","2017-10-24","2017-10-25",,"","","","","",,,,,
"U Nebraska MD-PhD Interview Days","2017-10-25","2017-10-28",,"","","","","",,,,,
"Texas A&M MD-PhD Interview Day","2017-10-25","2017-10-26",,"","","","","",,,,,
"U Alabama-Birmingham MD-PhD Inteview Days","2017-10-25","2017-10-27",,"","","","","",,,,,
"U Pittsburgh/Carnegie Mellon MD-PhD Interview Day","2017-10-26","2017-10-27",,"","","","","",,,,,
"Vanderbilt Univ MD-PhD Interview Days","2017-10-26","2017-10-29",,"","","","","",,,,,
"U Rochester MD-PhD Interview Days","2017-10-26","2017-10-28",,"","","","","",,,,,
"Washington University in St. Louis MD-PhD Interview Days","2017-10-26","2017-10-28",,"","","","","",,,,,
"Duke University MD-PhD Interview Days","2017-10-26","2017-10-28",,"","","","","",,,,,
"U Wisconsin-Madison MD-PhD Interview Days","2017-10-26","2017-10-30",,"","","","","",,,,,
"UVA MD-PhD Interview Days","2017-10-26","2017-10-28",,"","","","","",,,,,
"Weill Cornell/Rockefeller/Sloan-Kettering Tri-Institutional MD-PhD Program's Interview Day","2017-10-26","2017-10-27",,"","","","","",,,,,
"U Florida MD/PhD Interview Day","2017-10-26","2017-10-27",,"","","","","",,,,,
"U Texas Health San Antonio Interview Days","2017-10-26","2017-10-28",,"","","","","",,,,,
"UT Southwestern MD-PhD Interview Day","2017-10-27","2017-10-28",,"","","","","",,,,,
"U Miami Miller School of Medicine MD-PhD Interview Day","2017-10-27","2017-10-28",,"","","","","",,,,,
"U Toledo MD-PhD Interwview Day","2017-10-27","2017-10-28",,"","","","","",,,,,
"U Texas Medical Branch MD-PhD Interview Day","2017-10-27","2017-10-28",,"","","","","",,,,,
"U Kentucky MD-PhD Interview Days","2017-10-29","2017-10-31",,"","","","","",,,,,
"Virginia Commonwealth Interview Days","2017-10-30","2017-11-01",,"","","","","",,,,,
"Oregon Health & Science University MD-PhD Interview Days","2017-10-31","2017-11-02",,"","","","","",,,,,
"Johns Hopkins U MD-PhD Interview Days","2017-11-01","2017-11-03",,"","","","","",,,,,
"Tufts MD-PhD Interview Day","2017-11-01","2017-11-02",,"","","","","",,,,,
"Rutgers New Jersey Medical School - Newark MD-PhD Interview Day","2017-11-02","2017-11-03",,"","","","","",,,,,
"UPenn MD-PhD Interview Days","2017-11-02","2017-11-04",,"","","","","",,,,,
"U Florida MD/PhD Interview Day","2017-11-02","2017-11-03",,"","","","","",,,,,
"U Cincinnati MD-PhD Interview Days","2017-11-02","2017-11-05",,"","","","","",,,,,
"Duke University MD-PhD Interview Days","2017-11-02","2017-11-04",,"","","","","",,,,,
"Baylor College of Medicine MD-PhD Interview Day","2017-11-03","2017-11-04",,"","","","","",,,,,
"Penn State College of Medicine MD-PhD Interview Days","2017-11-05","2017-11-07",,"","","","","",,,,,
"NYU MD-PhD Interview Days","2017-11-05","2017-11-07",,"","","","","",,,,,
"U Pittsburgh/Carnegie Mellon MD-PhD Interview Day","2017-11-06","2017-11-07",,"","","","","",,,,,
"Yale MD-PhD Interview Days","2017-11-06","2017-11-08",,"","","","","",,,,,
"Albert Einstein College of Medicine MD-PhD Interview Day","2017-11-06","2017-11-07",,"","","","","",,,,,
"Sidney Kimmel Medical College at Thomas Jefferson University MD-PhD Interview Days","2017-11-07","2017-11-09",,"","","","","",,,,,
"UC-Irvine MD-PhD Interview Days","2017-11-08","2017-11-10",,"","","","","",,,,,
"Indiana Univ MD-PhD Interview Day","2017-11-08","2017-11-09",,"","","","","",,,,,
"Johns Hopkins U MD-PhD Interview Days","2017-11-08","2017-11-10",,"","","","","",,,,,
"Northwestern MD-PhD Interview Days","2017-11-08","2017-11-10",,"","","","","",,,,,
"U Alabama-Birmingham MD-PhD Inteview Days","2017-11-08","2017-11-11",,"","","","","",,,,,
"Texas A&M MD-PhD Interview Day","2017-11-08","2017-11-09",,"","","","","",,,,,
"UPenn MD-PhD Interview Days","2017-11-09","2017-11-11",,"","","","","",,,,,
"U Texas Health San Antonio MD-PhD Interview Days","2017-11-09","2017-11-11",,"","","","","",,,,,
"U Texas - Houston MD-PhD Interview Days","2017-11-09","2017-11-11",,"","","","","",,,,,
"U Wisconsin-Madison MD-PhD Interview Days","2017-11-09","2017-11-13",,"","","","","",,,,,
"U Minnesota MD-PhD Interview Days","2017-11-09","2017-11-11",,"","","","","",,,,,
"U Michigan MD-PhD Interview Days","2017-11-09","2017-11-11",,"","","","","",,,,,
"Columbia University MD-PhD Interview Days","2017-11-09","2017-11-10",,"","","","","",,,,,
"U Rochester MD-PhD Interview Days","2017-11-09","2017-11-11",,"","","","","",,,,,
"Duke University MD-PhD Interview Days","2017-11-09","2017-11-11",,"","","","","",,,,,
"UVA MD-PhD Interview Days","2017-11-09","2017-11-11",,"","","","","",,,,,
"U Iowa MD-PhD Interview Days","2017-11-09","2017-11-12",,"","","","","",,,,,
"U Utah MD-PhD Interview Days","2017-11-09","2017-11-12",,"","","","","",,,,,
"Washington University in St. Louis MD-PhD Interview Days","2017-11-09","2017-11-11",,"","","","","",,,,,
"UCLA-Caltech MD-PhD Interview Day","2017-11-09","2017-11-10",,"","","","","",,,,,
"UT Southwestern MD-PhD Interview Day","2017-11-10","2017-11-11",,"","","","","",,,,,
"Medical University of South Carolina MD-PhD Interview Day","2017-11-10","2017-11-11",,"","","","","",,,,,
"Wayne State University MD-PhD Interview Day","2017-11-13","2017-11-14",,"","","","","",,,,,
"Harvard/MIT MD-PhD Interview Day","2017-11-14","2017-11-15",,"","","","","",,,,,
"Ohio State University MD-PhD Interview Days","2017-11-14","2017-11-17",,"","","","","",,,,,
"Oregon Health & Science University MD-PhD Interview Days","2017-11-14","2017-11-16",,"","","","","",,,,,
"Virginia Commonwealth Interview Days","2017-11-14","2017-11-16",,"","","","","",,,,,
"U Chicago Pritzker School of Medicine MD-PhD Interview Days","2017-11-14","2017-11-16",,"","","","","",,,,,
"U Nebraska MD-PhD Interview Days","2017-11-15","2017-11-18",,"","","","","",,,,,
"Stony Brook MD-PhD Interview Day","2017-11-15","2017-11-16",,"","","","","",,,,,
"Texas A&M MD-PhD Interview Day","2017-11-15","2017-11-16",,"","","","","",,,,,
"Tufts MD-PhD Interview Day","2017-11-15","2017-11-16",,"","","","","",,,,,
"Indiana Univ MD-PhD Interview Day","2017-11-15","2017-11-16",,"","","","","",,,,,
"Weill Cornell/Rockefeller/Sloan-Kettering Tri-Institutional MD-PhD Program's Interview Day","2017-11-16","2017-11-17",,"","","","","",,,,,
"UCSF MD-PhD Interview Days","2017-11-16","2017-11-18",,"","","","","",,,,,
"Duke University MD-PhD Interview Days","2017-11-16","2017-11-18",,"","","","","",,,,,
"U Pittsburgh/Carnegie Mellon MD-PhD Interview Day","2017-11-16","2017-11-17",,"","","","","",,,,,
"Washington University in St. Louis MD-PhD Interview Days","2017-11-16","2017-11-18",,"","","","","",,,,,
"U Florida MD/PhD Interview Day","2017-11-16","2017-11-17",,"","","","","",,,,,
"Case Western Reserve Univ MD-PhD Interview Days","2017-11-16","2017-11-18",,"","","","","",,,,,
"Medical College of Wisconsin MD-PhD Interview Days","2017-11-16","2017-11-18",,"","","","","",,,,,
"Loyola University Chicago Stritch School of Medicine MD-PhD Interview Days","2017-11-16","2017-11-18",,"","","","","",,,,,
"U Texas Health San Antonio MD-PhD Interview Days","2017-11-16","2017-11-18",,"","","","","",,,,,
"U Texas Medical Branch MD-PhD Interview Day","2017-11-17","2017-11-18",,"","","","","",,,,,
"Albert Einstein College of Medicine MD-PhD Interview Day","2017-11-17","2017-11-18",,"","","","","",,,,,
"UT Southwestern MD-PhD Interview Day","2017-11-17","2017-11-18",,"","","","","",,,,,
"Rutgers Robert Wood Johnson Medical School MD-PhD Interview Day","2017-11-17","2017-11-18",,"","","","","",,,,,
"Medical University of South Carolina MD-PhD Interview Day","2017-11-17","2017-11-18",,"","","","","",,,,,
"U Illinois at Chicago MD-PhD Interview Days","2017-11-19","2017-11-21",,"","","","","",,,,,
"U Oklahoma Health Sciences Center MD-PhD Interview Days","2017-11-19","2017-11-21",,"","","","","",,,,,
"NYU MD-PhD Interview Days","2017-11-19","2017-11-21",,"","","","","",,,,,
"Wayne State University MD-PhD Interview Day","2017-11-20","2017-11-21",,"","","","","",,,,,
"U Pittsburgh/Carnegie Mellon MD-PhD Interview Day","2017-11-20","2017-11-21",,"","","","","",,,,,
"U Minnesota MD-PhD Interview Days","2017-11-20","2017-11-22",,"","","","","",,,,,
"Harvard/MIT MD-PhD Interview Day","2017-11-28","2017-11-29",,"","","","","",,,,,
"Johns Hopkins U MD-PhD Interview Days","2017-11-29","2017-12-01",,"","","","","",,,,,
"Tufts MD-PhD Interview Day","2017-11-29","2017-11-30",,"","","","","",,,,,
"Texas A&M MD-PhD Interview Day","2017-11-29","2017-11-30",,"","","","","",,,,,
"Vanderbilt Univ MD-PhD Interview Days","2017-11-30","2017-12-03",,"","","","","",,,,,
"Emory MD-PhD Program Interview Days","2017-11-30","2017-12-02",,"","","","","",,,,,
"UPenn MD-PhD Interview Days","2017-11-30","2017-12-02",,"","","","","",,,,,
"Washington University in St. Louis MD-PhD Interview Days","2017-11-30","2017-12-02",,"","","","","",,,,,
"UVA MD-PhD Interview Days","2017-11-30","2017-12-02",,"","","","","",,,,,
"U Pittsburgh/Carnegie Mellon MD-PhD Interview Day","2017-11-30","2017-12-01",,"","","","","",,,,,
"Duke University MD-PhD Interview Days","2017-11-30","2017-12-02",,"","","","","",,,,,
"Loyola University Chicago Stritch School of Medicine MD-PhD Interview Days","2017-11-30","2017-12-02",,"","","","","",,,,,
